24,ॐ ऋद्धिसिद्धिदाय नमः ,Om rddhisiddhidaya namah ,ওঁ ঋদ্ধিসিদ্ধিদায় নমঃ ,ఓం ఋద్ధిసిద్ధిదాయ నమః ,ௐ ருʼத்³தி⁴ஸித்³தி⁴தா³ய நம: ,ಓಂ ಋದ್ಧಿಸಿದ್ಧಿದಾಯ ನಮಃ ,ഓം ഋദ്ധിസിദ്ധിദായ നമഃ ,ૐ ઋદ્ધિસિદ્ધિદાય નમઃ ,ଓଂ ଋଦ୍ଧିସିଦ୍ଧିଦାୟ ନମଃ ,ॐ ऋਦ੍ਧਿਸਿਦ੍ਧਿਦਾਯ ਨਮਃ ,Om- to Him who grants (yogic)powers and realization- prostration !,ओम- उसे (योग) शक्ति और प्राप्ति- साष्टांग प्रणाम!,ओम- (योगिक) शक्ति र अनुभूति प्रदान गर्ने उहाँलाई- प्रणाम!,ஓம்- (யோக) சக்திகளையும் உணர்தலையும் வழங்குபவருக்கு- சாஷ்டாங்கமாக!,ఓం- (యోగ) శక్తులను మరియు సాక్షాత్కారాన్ని ప్రసాదించే వారికి సాష్టాంగం!,ಓಂ- (ಯೋಗ) ಶಕ್ತಿಗಳನ್ನು ಮತ್ತು ಸಾಕ್ಷಾತ್ಕಾರವನ್ನು ನೀಡುವವನಿಗೆ- ಸಾಷ್ಟಾಂಗ ನಮಸ್ಕಾರ!,ഓം- (യോഗ) ശക്തികളും സാക്ഷാത്കാരവും നൽകുന്നവന്- പ്രണാമം!,ওম- যিনি (যোগিক) শক্তি এবং উপলব্ধি প্রদান করেন- তাকে প্রণাম!,ଓମ୍- ଯିଏ (ଯୋଗ) ଶକ୍ତି ଏବଂ ହୃଦୟଙ୍ଗମ- ପ୍ରଣାମ କରନ୍ତି!,ओम- ज्याने (योगिक) शक्ती आणि अनुभूती दिली त्याला साष्टांग नमस्कार !,ਓਮ- ਉਸ ਨੂੰ ਜੋ (ਯੋਗਿਕ) ਸ਼ਕਤੀਆਂ ਅਤੇ ਅਨੁਭਵ ਪ੍ਰਦਾਨ ਕਰਦਾ ਹੈ- ਪ੍ਰਣਾਮ!,ઓમ- તેને (યોગિક) શક્તિઓ અને અનુભૂતિ આપનારને પ્રણામ!
25,ॐ पुत्रमित्रकलत्रबन्धुदाय नमः ,Om putramitrakalatrabandhudaya namah ,ওঁ পুত্রমিত্রকলত্রবন্ধুদায় নমঃ ,ఓం పుత్రమిత్రకలత్రబన్ధుదాయ నమః ,ௐ புத்ரமித்ரகலத்ரப³ந்து⁴தா³ய நம: ,ಓಂ ಪುತ್ರಮಿತ್ರಕಲತ್ರಬನ್ಧುದಾಯ ನಮಃ ,ഓം പുത്രമിത്രകലത്രബന്ധുദായ നമഃ ,ૐ પુત્રમિત્રકલત્રબન્ધુદાય નમઃ ,ଓଂ ପୁତ୍ରମିତ୍ରକଲତ୍ରବନ୍ଧୁଦାୟ ନମଃ ,ॐ ਪੁਤ੍ਰਮਿਤ੍ਰਕਲਤ੍ਰਬਨ੍ਧੁਦਾਯ ਨਮਃ ,Om- to Him who grants sons- friends- wives and kin- prostration !,ओम- जो पुत्रों- मित्रों- पत्नियों और स्वजनों को प्रदान करता है- साष्टांग प्रणाम!,ओम- पुत्र- मित्र- पत्नी र आफन्त प्रदान गर्ने उहाँलाई नमन!,ஓம்- மகன்கள்- நண்பர்கள்- மனைவிகள் மற்றும் உறவினர்களுக்கு சாஷ்டாங்கமாக வணங்குபவருக்கு!,ఓం- కుమారులు- స్నేహితులు- భార్యలు మరియు బంధువులకు సాష్టాంగ ప్రణామం ప్రసాదించే వాడికి!,ಪುತ್ರರು- ಸ್ನೇಹಿತರು- ಪತ್ನಿಯರು ಮತ್ತು ಸಂಬಂಧಿಕರಿಗೆ ಸಾಷ್ಟಾಂಗ ನಮಸ್ಕಾರವನ್ನು ನೀಡುವವನಿಗೆ ಓಂ!,ഓം- പുത്രന്മാർക്കും സുഹൃത്തുക്കൾക്കും ഭാര്യമാർക്കും ബന്ധുക്കൾക്കും പ്രണാമം നൽകുന്നവന്!,ওম- যিনি পুত্র- বন্ধু- স্ত্রী এবং আত্মীয় দান করেন- তাকে প্রণাম!,ଓମ୍- ଯିଏ ପୁତ୍ର- ବନ୍ଧୁ- ପତ୍ନୀ ଏବଂ ସମ୍ପର୍କୀୟଙ୍କୁ ପ୍ରଣାମ କରନ୍ତି!,हे- पुत्र- मित्र- पत्नी आणि नातेवाईक देणार्‍याला साष्टांग नमस्कार!,ਓਮ- ਉਸ ਨੂੰ ਜੋ ਪੁੱਤਰਾਂ- ਮਿੱਤਰਾਂ- ਪਤਨੀਆਂ ਅਤੇ ਰਿਸ਼ਤੇਦਾਰਾਂ ਨੂੰ ਪ੍ਰਣਾਮ ਕਰਦਾ ਹੈ!,ઓમ- પુત્રો- મિત્રો- પત્નીઓ અને સગાંઓ આપનારને પ્રણામ!
26,ॐ योगक्षेमवहाय नमः ,Om yogaksemavahaya namah ,ওঁ য়োগক্ষেমবহায় নমঃ ,ఓం యోగక్షేమవహాయ నమః ,ௐ யோக³க்ஷேமவஹாய நம: ,ಓಂ ಯೋಗಕ್ಷೇಮವಹಾಯ ನಮಃ ,ഓം യോഗക്ഷേമവഹായ നമഃ ,ૐ યોગક્ષેમવહાય નમઃ ,ଓଂ ୟୋଗକ୍ଷେମଵହାୟ ନମଃ ,ॐ ਯੋਗਕ੍ਸ਼ੇਮਵਹਾਯ ਨਮਃ ,Om- to Him who brings forth yogic accomplishment- prostration !,ओम- उसे जो योग सिद्धि प्रदान करता है- साष्टांग प्रणाम!,ओम- योग सिद्धि प्रदान गर्ने उहाँलाई प्रणाम!,ஓம்- யோக சாதனையை வெளிப்படுத்துபவருக்கு- சாஷ்டாங்கமாக!,ఓం- యోగ సాఫల్యాన్ని అందించే వాడికి- సాష్టాంగ ప్రణామం!,ಯೋಗಸಾಧನೆಯನ್ನು ಉಂಟುಮಾಡುವವನಿಗೆ ಓಂ- ಸಾಷ್ಟಾಂಗ ನಮನ!,ഓം- യോഗസാഫല്യം പുറപ്പെടുവിക്കുന്നവന്- പ്രണാമം!,ওম- যিনি যোগসিদ্ধির উদ্ভব করেন- তাঁকে প্রণাম!,ଓମ୍- ଯିଏ ଯୋଗୀ ସଫଳତା- ପ୍ରଣାମ କରନ୍ତି!,ओम- ज्याने योग सिद्धी आणली त्याला साष्टांग नमस्कार !,ਓਮ- ਉਸ ਨੂੰ ਜੋ ਯੋਗਿਕ ਪ੍ਰਾਪਤੀ ਲਿਆਉਂਦਾ ਹੈ- ਪ੍ਰਣਾਮ!,ઓમ- યોગ સિદ્ધિને જન્મ આપનારને પ્રણામ!
27,ॐ आपद्बान्धवाय नमः ,Om apadbandhavaya namah ,ওঁ আপদ্বান্ধবায় নমঃ ,ఓం ఆపద్బాన్ధవాయ నమః ,ௐ ஆபத்³பா³ந்த⁴வாய நம: ,ಓಂ ಆಪದ್ಬಾನ್ಧವಾಯ ನಮಃ ,ഓം ആപദ്ബാന്ധവായ നമഃ ,ૐ આપદ્બાન્ધવાય નમઃ ,ଓଂ ଆପଦ୍ବାନ୍ଧଵାୟ ନମଃ ,ॐ ਆਪਦ੍ਬਾਨ੍ਧਵਾਯ ਨਮਃ ,Om- to Him who washes away misfortunes- prostration !,ओम- दुर्भाग्य को दूर करने वाले को प्रणाम!,ओम- दु:ख पखाल्नेलाई प्रणाम !,ஓம்- துரதிர்ஷ்டங்களைக் கழுவுபவனுக்கு- சாஷ்டாங்கம்!,ఓం- ఆపదలను కడిగేవాడికి- సాష్టాంగం!,ಓಮ್- ದುರದೃಷ್ಟಗಳನ್ನು ತೊಳೆಯುವವನಿಗೆ- ನಮಸ್ಕಾರ!,ഓം- ദുരിതങ്ങൾ കഴുകുന്നവന്- പ്രണാമം!,ওম- যিনি দুর্ভাগ্যকে ধুয়ে দেন- তাকে প্রণাম!,ଓମ୍- ଯିଏ ଦୁର୍ଭାଗ୍ୟ ଧୋଇଦିଏ- ପ୍ରଣାମ!,ओम- दुर्दैव धुवणाऱ्याला साष्टांग नमस्कार!,ਓਮ- ਉਸ ਨੂੰ ਜੋ ਦੁੱਖਾਂ ਨੂੰ ਧੋ ਦਿੰਦਾ ਹੈ- ਪ੍ਰਣਾਮ!,ઓમ- દુર્ભાગ્યને ધોઈ નાખનારને પ્રણામ!
28,ॐ मार्गबन्धवे नमः ,Om margabandhave namah ,ওঁ মার্গবন্ধবে নমঃ ,ఓం మార్గబన్ధవే నమః ,ௐ மார்க³ப³ந்த⁴வே நம: ,ಓಂ ಮಾರ್ಗಬನ್ಧವೇ ನಮಃ ,ഓം മാര്‍ഗബന്ധവേ നമഃ ,ૐ માર્ગબન્ધવે નમઃ ,ଓଂ ମାର୍ଗବନ୍ଧଵେ ନମଃ ,ॐ ਮਾਰ੍ਗਬਨ੍ਧਵੇ ਨਮਃ ,Om- to (Shiva as sung in a celebrated hymn by the mystic- philospher- and literate Appayya Dikshita) the Friend along the path- prostration !,ओम- टू (शिव के रूप में रहस्यवादी- दार्शनिक- और साक्षर अप्पय दीक्षित द्वारा एक प्रसिद्ध भजन में गाया गया) पथ के साथ मित्र- साष्टांग प्रणाम!,ओम- (रहस्यवादी- दार्शनिक र साक्षर अप्पैय दीक्षित द्वारा एक प्रसिद्ध भजनमा गाइएका शिवलाई) बाटोमा रहेको मित्र- प्रणाम!,ஓம்- (மெய்ஞானி- தத்துவஞானி- மற்றும் எழுத்தறிவு பெற்ற அப்பய்ய தீக்ஷிதாவின் புகழ்பெற்ற பாடலில் பாடிய சிவன்) பாதையில் இருக்கும் நண்பருக்கு- சாஷ்டாங்கமாக!,ఓం- (ఆధ్యాత్మికవేత్త- తత్వవేత్త మరియు అక్షరాస్యులైన అప్పయ్య దీక్షితులు ప్రసిద్ధి చెందిన శ్లోకంలో పాడిన శివ) మార్గం వెంట ఉన్న స్నేహితుడికి- సాష్టాంగ ప్రణామం !,ದಾರಿಯುದ್ದಕ್ಕೂ ಇರುವ ಗೆಳೆಯನಿಗೆ (ಅಧ್ಯಾತ್ಮವಾದಿ- ದಾರ್ಶನಿಕ ಮತ್ತು ಸಾಕ್ಷರ ಅಪ್ಪಯ್ಯ ದೀಕ್ಷಿತರಿಂದ ಪ್ರಸಿದ್ಧವಾದ ಸ್ತೋತ್ರದಲ್ಲಿ ಹಾಡಿದ ಶಿವ) ಓಮ್- ಸಾಷ್ಟಾಂಗ ನಮಸ್ಕಾರ !,ഓം- (മിസ്റ്റിക്- തത്ത്വചിന്തകനും- സാക്ഷരനുമായ അപ്പയ്യ ദീക്ഷിതയുടെ പ്രശസ്തമായ ഒരു ഗീതത്തിൽ പാടിയിരിക്കുന്ന ശിവ) പാതയിലെ സുഹൃത്തിന്- പ്രണാമം!,ওম- পথের ধারে বন্ধুকে (অতীন্দ্রিয়- দার্শনিক এবং সাক্ষর আপাইয়া দীক্ষিতের একটি বিখ্যাত স্তোত্রে গাওয়া শিব) প্রণাম!,ଓମ୍- (ଶିବ ରହସ୍ୟମୟ- ଦାର୍ଶନିକ ଏବଂ ସାକ୍ଷର ଆପାୟା ଦୀକ୍ଷିତାଙ୍କ ଦ୍ୱାରା ଏକ ପ୍ରସିଦ୍ଧ ଭଜନରେ ଗାନ କରାଯାଏ) ରାସ୍ତାରେ ବନ୍ଧୁ- ପ୍ରଣାମ!,ओम- (गूढवादी- तत्त्वज्ञ आणि साक्षर अप्पय्या दीक्षिताच्या प्रसिद्ध स्तोत्रात गायलेल्या शिवाला) वाटेवरच्या मित्राला- साष्टांग नमस्कार !,ਓਮ- ਨੂੰ (ਰਹੱਸਵਾਦੀ- ਦਾਰਸ਼ਨਿਕ- ਅਤੇ ਸਾਹਿਤਕਾਰ ਅਪੈਯਾ ਦੀਕਸ਼ਿਤਾ ਦੁਆਰਾ ਇੱਕ ਮਸ਼ਹੂਰ ਭਜਨ ਵਿੱਚ ਗਾਇਆ ਗਿਆ ਸ਼ਿਵ) ਮਾਰਗ ਦੇ ਨਾਲ ਮਿੱਤਰ- ਪ੍ਰਣਾਮ!,ઓમ- (રહસ્યવાદી- દાર્શનિક અને સાક્ષર અપ્પ્યા દીક્ષિત દ્વારા પ્રખ્યાત સ્તોત્રમાં ગાયું તરીકે શિવ) માર્ગ સાથેના મિત્રને- પ્રણામ!
29,ॐ भुक्तिमुक्तिस्वर्गापवर्गदाय नमः ,Om bhuktimuktisvargapavargadaya namah ,ওঁ ভুক্তিমুক্তিস্বর্গাপবর্গদায় নমঃ ,ఓం భుక్తిముక్తిస్వర్గాపవర్గదాయ నమః ,ௐ பு⁴க்திமுக்திஸ்வர்கா³பவர்க³தா³ய நம: ,ಓಂ ಭುಕ್ತಿಮುಕ್ತಿಸ್ವರ್ಗಾಪವರ್ಗದಾಯ ನಮಃ ,ഓം ഭുക്തിമുക്തിസ്വര്‍ഗാപവര്‍ഗദായ നമഃ ,ૐ ભુક્તિમુક્તિસ્વર્ગાપવર્ગદાય નમઃ ,ଓଂ ଭୁକ୍ତିମୁକ୍ତିସ୍ଵର୍ଗାପଵର୍ଗଦାୟ ନମଃ ,ॐ ਭੁਕ੍ਤਿਮੁਕ੍ਤਿਸ੍ਵਰ੍ਗਾਪਵਰ੍ਗਦਾਯ ਨਮਃ ,Om- to Him who grants fruitions- liberation- heaven and abandonment of rebirth- prostration !,ओम- उसे जो फल- मुक्ति- स्वर्ग और पुनर्जन्म का परित्याग- साष्टांग प्रणाम करता है!,फल- मुक्ति- स्वर्ग र पुनर्जन्म त्याग दिने उहाँलाई नमन !,ஓம்- பலன்களையும்- விடுதலையையும்- சொர்க்கத்தையும்- மறுபிறப்பைத் துறப்பவனுக்கே- சாஷ்டாங்கமாக!,ఓం- ఫలాలను- ముక్తిని- స్వర్గాన్ని మరియు పునర్జన్మను విడిచిపెట్టేవాడికి- సాష్టాంగం!,ಓಂ- ಫಲಗಳನ್ನು- ಮುಕ್ತಿ- ಸ್ವರ್ಗ ಮತ್ತು ಪುನರ್ಜನ್ಮವನ್ನು ತ್ಯಜಿಸುವವನಿಗೆ- ಸಾಷ್ಟಾಂಗ!,ഓം- ഫലങ്ങളും- മുക്തിയും- സ്വർഗ്ഗവും- പുനർജന്മത്തിന്റെ പരിത്യാഗവും നൽകുന്നവന്- പ്രണാമം!,ওম- যিনি ফল- মুক্তি- স্বর্গ এবং পুনর্জন্ম ত্যাগ করেন- তাঁকে প্রণাম!,ଓମ୍- ଯିଏ ଫଳ ପ୍ରଦାନ କରେ- ମୁକ୍ତି- ସ୍ୱର୍ଗ ଏବଂ ପୁନର୍ବାର ଜନ୍ମ- ପ୍ରଣାମ!,हे- ज्याला फळ- मुक्ती- स्वर्ग आणि पुनर्जन्माचा त्याग देतो- त्याला साष्टांग नमस्कार!,ਓਮ- ਉਸ ਨੂੰ ਜੋ ਫਲ- ਮੁਕਤੀ- ਸਵਰਗ ਅਤੇ ਪੁਨਰ ਜਨਮ ਦਾ ਤਿਆਗ ਦਿੰਦਾ ਹੈ- ਪ੍ਰਣਾਮ!,ઓમ- ફળ- મુક્તિ- સ્વર્ગ અને પુનર્જન્મનો ત્યાગ આપનારને પ્રણામ!
30,ॐ प्रियाय नमः ,Om priyaya namah ,ওঁ প্রিয়ায় নমঃ ,ఓం ప్రియాయ నమః,ௐ ப்ரியாய நம: ,ಓಂ ಪ್ರಿಯಾಯ ನಮಃ ,ഓം പ്രിയായ നമഃ ,ૐ પ્રિયાય નમઃ ,ଓଂ ପ୍ରିୟାୟ ନମଃ ,ॐ ਪ੍ਰਿਯਾਯ ਨਮਃ ,Om- to the Beloved One- prostration !,ओम- प्रिय को- साष्टांग प्रणाम!,हे प्रियजनलाई साष्टांग नमन !,ஓம்- அன்பிற்குரியவருக்கு- சாஷ்டாங்கமாக!,ఓం- ప్రియమైన వారికి- సాష్టాంగం!,ಓಮ್- ಪ್ರಿಯನಿಗೆ- ನಮಸ್ಕಾರ!,ഓം- പ്രിയപ്പെട്ടവന്- പ്രണാമം!,ওম- প্রিয়তমকে- প্রণাম!,ଓମ୍- ପ୍ରିୟତମଙ୍କୁ- ପ୍ରଣାମ!,ओम- प्रिय व्यक्तीला- साष्टांग नमस्कार!,ਓਮ- ਪਿਆਰੇ ਨੂੰ- ਪ੍ਰਣਾਮ!,ઓમ- પ્રિયતમને- પ્રણામ!
31,ॐ प्रीतिवर्धनाय नमः ,Om pritivardhanaya namah ,ওঁ প্রীতিবর্ধনায় নমঃ ,ఓం ప్రీతివర్ధనాయ నమః ,ௐ ப்ரீதிவர்த⁴நாய நம: ,ಓಂ ಪ್ರೀತಿವರ್ಧನಾಯ ನಮಃ ,ഓം പ്രീതിവര്‍ധനായ നമഃ ,ૐ પ્રીતિવર્ધનાય નમઃ ,ଓଂ ପ୍ରୀତିଵର୍ଧନାୟ ନମଃ ,ॐ ਪ੍ਰੀਤਿਵਰ੍ਧਨਾਯ ਨਮਃ ,Om- to Him who increases love- prostration !,ओम- उसके लिए जो प्रेम बढ़ाता है- साष्टांग प्रणाम!,ओम- प्रेम बढाउनेलाई- प्रणाम!,அன்பை அதிகப்படுத்துபவருக்கு ஓம்- சாஷ்டாங்கம்!,ఓం- ప్రేమను పెంచేవాడికి- సాష్టాంగం!,ಓಂ- ಪ್ರೀತಿಯನ್ನು ಹೆಚ್ಚಿಸುವವನಿಗೆ ಸಾಷ್ಟಾಂಗ ನಮಸ್ಕಾರ!,ഓം- സ്നേഹം വർദ്ധിപ്പിക്കുന്നവന്- പ്രണാമം!,ওম- যিনি ভালবাসা বাড়ান- তাকে প্রণাম!,ଓମ୍- ଯିଏ ପ୍ରେମ- ପ୍ରଣାମ ବ increases ାଏ!,ओम- प्रेम वाढविणाऱ्याला साष्टांग नमस्कार!,ਓਮ- ਉਸ ਨੂੰ ਜੋ ਪਿਆਰ ਵਧਾਉਂਦਾ ਹੈ- ਪ੍ਰਣਾਮ!,ઓમ- પ્રેમ વધારનારને પ્રણામ!
32,ॐ अन्तर्यामिने नमः ,Om antaryamine namah ,ওঁ অন্তর্যামিনে নমঃ ,ఓం అన్తర్యామినే నమః ,ௐ அந்தர்யாமிநே நம: ,ಓಂ ಅನ್ತರ್ಯಾಮಿನೇ ನಮಃ ,ഓം അന്തര്യാമിനേ നമഃ ,ૐ અન્તર્યામિને નમઃ ,ଓଂ ଅନ୍ତର୍ୟାମିନେ ନମଃ ,ॐ ਅਨ੍ਤਰ੍ਯਾਮਿਨੇ ਨਮਃ ,Om- to (the Absolute as Paramatman- the Supreme Self) the Inner Ruler- prostration !,ओम- (परमात्मा के रूप में पूर्ण- सर्वोच्च स्व) आंतरिक शासक- साष्टांग प्रणाम!,ओम- (परमात्माको रूपमा परमात्मा- परमात्मा) भित्री शासकलाई- प्रणाम !,ஓம்- (முழுமையான பரமாத்மாவுக்கு- உன்னதமான சுயம்) உள் ஆட்சியாளருக்கு- சாஷ்டாங்கம்!,ఓం- (పరమాత్మగా పరమాత్మ- పరమాత్మ) అంతరంగ పాలకునికి- సాష్టాంగ ప్రణామం!,ಓಂ- (ಪರಮಾತ್ಮನಂತೆ ಸಂಪೂರ್ಣ- ಪರಮಾತ್ಮ) ಆಂತರಿಕ ಆಡಳಿತಗಾರನಿಗೆ- ಸಾಷ್ಟಾಂಗ!,ഓം- (പരമമായ പരമാത്മാവ്- പരമാത്മാവ്) ആന്തരിക ഭരണാധികാരിക്ക്- പ്രണാമം!,ওম- (পরমাত্মারূপে পরম- পরম স্বয়ং) অন্তরের শাসককে- প্রণাম!,ଓମ୍- (ପରମାତ୍ମା ଭାବରେ ପରମାତ୍ମା- ସର୍ବୋଚ୍ଚ ଆତ୍ମ) ଭିତର ଶାସକ- ପ୍ରଣାମ!,ओम- (परमात्मा- परमात्मस्वरूप) आंतरिक शासकाला- साष्टांग नमस्कार !,ਓਮ- (ਪਰਮਾਤਮਾ ਦੇ ਰੂਪ ਵਿੱਚ ਪਰਮ ਪਰਮ) ਅੰਦਰੂਨੀ ਸ਼ਾਸਕ ਨੂੰ- ਪ੍ਰਣਾਮ!,ઓમ- આંતરિક શાસક (પરમાત્મા- સર્વોપરી સ્વ) ને પ્રણામ !
33,ॐ सच्चिदात्मने नमः ,Om saccidatmane namah ,ওঁ সচ্চিদাত্মনে নমঃ ,ఓం సచ్చిదాత్మనే నమః ,ௐ ஸச்சிதா³த்மநே நம: ,ಓಂ ಸಚ್ಚಿದಾತ್ಮನೇ ನಮಃ ,ഓം സച്ചിദാത്മനേ നമഃ ,ૐ સચ્ચિદાત્મને નમઃ ,ଓଂ ସଚ୍ଚିଦାତ୍ମନେ ନମଃ ,ॐ ਸਚ੍ਚਿਦਾਤ੍ਮਨੇ ਨਮਃ ,Om- to (Paramatman) who self Being and Consciousness are- prostration !,ओम- को (परमात्मा) जो स्वयं और चेतना हैं- साष्टांग प्रणाम!,ओम- (परमात्मा) जो स्वयं र चेतना हुनुहुन्छ- प्रणाम !,ஓம்- (பரமாத்மாவுக்கு) சுயமாக இருப்பதும்- உணர்வும்- சாஷ்டாங்கம்!,ఓం- స్వయం మరియు స్పృహ ఉన్న (పరమాత్మ)కి- సాష్టాంగం!,ಓಂ- ಸ್ವಯಂ ಅಸ್ತಿತ್ವ ಮತ್ತು ಪ್ರಜ್ಞೆ ಇರುವ (ಪರಮಾತ್ಮನಿಗೆ) ಸಾಷ್ಟಾಂಗ ನಮನ !,ഓം- സ്വയവും ബോധവും ആയ (പരമാത്മാവിന്) പ്രണാമം!,ওম- (পরমাত্মাকে) যিনি স্বয়ং সত্তা ও চেতনা- প্রণাম!,ଓମ୍- (ପାରାମତମାନ୍) ଯିଏ ଆତ୍ମ ଏବଂ ଚେତନା- ପ୍ରଣାମ!,हे (परमात्म्याला) जे स्वत्व आणि चैतन्य आहेत- त्यांना साष्टांग नमस्कार !,ਓਮ- (ਪਰਮਾਤਮਾ) ਨੂੰ ਜੋ ਆਪਣੇ ਆਪ ਅਤੇ ਚੇਤਨਾ ਹਨ- ਪ੍ਰਣਾਮ!,ઓમ- (પરમાત્માને) જે સ્વયં અને ચેતના છે- તેમને પ્રણામ !
34,ॐ नित्यानन्दाय नमः ,Om nityanandaya namah ,ওঁ নিত্যানন্দায় নমঃ ,ఓం నిత్యానన్దాయ నమః ,ௐ நித்யாநந்தா³ய நம: ,ಓಂ ನಿತ್ಯಾನನ್ದಾಯ ನಮಃ ,ഓം നിത്യാനന്ദായ നമഃ ,ૐ નિત્યાનન્દાય નમઃ ,ଓଂ ନିତ୍ୟାନନ୍ଦାୟ ନମଃ ,ॐ ਨਿਤ੍ਯਾਨਨ੍ਦਾਯ ਨਮਃ ,Om- to (Paramatman) who is Eternal Bliss- prostration !,ओम- को (परमात्मा) जो शाश्वत आनंद है- साष्टांग प्रणाम!,ओम- (परमात्मा) जो शाश्वत परमानंद हुनुहुन्छ- प्रणाम !,ஓம்- நித்திய பேரின்பமாக இருக்கும் (பரமாத்மாவுக்கு) சாஷ்டாங்கமாக!,ఓం- శాశ్వతమైన పరమానందం అయిన (పరమాత్మకు) సాష్టాంగ ప్రణామం!,ಓಂ- ಶಾಶ್ವತ ಆನಂದವಾಗಿರುವ (ಪರಮಾತ್ಮನಿಗೆ) ಪ್ರಣಾಮ!,ഓം- നിത്യാനന്ദമായ (പരമാത്മാവിന്) പ്രണാമം!,ওম- (পরমাত্মাকে) যিনি অনন্ত সুখ- প্রণাম!,ଓମ୍- (ପରମାତ୍ମା) ଯିଏ ଅନନ୍ତ ସୁଖ- ପ୍ରଣାମ!,ओम- (परमात्म्याला) जो शाश्वत आनंद आहे- त्याला साष्टांग नमस्कार !,ਓਮ- (ਪਰਮਾਤਮਾ) ਨੂੰ ਜੋ ਅਨਾਦਿ ਅਨੰਦ ਹੈ- ਪ੍ਰਣਾਮ!,ઓમ- (પરમાત્માને) જે શાશ્વત આનંદ છે- પ્રણામ !
35,ॐ परमसुखदाय नमः ,Om paramasukhadaya namah ,ওঁ পরমসুখদায় নমঃ ,ఓం పరమసుఖదాయ నమః ,ௐ பரமஸுக²தா³ய நம: ,ಓಂ ಪರಮಸುಖದಾಯ ನಮಃ ,ഓം പരമസുഖദായ നമഃ ,ૐ પરમસુખદાય નમઃ ,ଓଂ ପରମସୁଖଦାୟ ନମଃ ,ॐ ਪਰਮਸੁਖਦਾਯ ਨਮਃ ,Om- to Him who grants supreme ease- prostration !,ओम- उसे जो सर्वोच्च सहजता प्रदान करता है- साष्टांग प्रणाम!,ओम- परम सहजता प्रदान गर्ने उहाँलाई- प्रणाम!,ஓம்- மிக எளிதாக- சாஷ்டாங்கமாக வழங்குபவருக்கு!,ఓం- అత్యున్నతమైన సౌలభ్యాన్ని- సాష్టాంగాన్ని ప్రసాదించే వాడికి!,ಓಂ- ಪರಮ ಸರಾಗವನ್ನು ನೀಡುವವನಿಗೆ- ಸಾಷ್ಟಾಂಗವೆ!,ഓം- പരമമായ അനായാസം നൽകുന്നവന്- പ്രണാമം!,ওম- যিনি সর্বোচ্চ স্বাচ্ছন্দ্য দান করেন- তাকে প্রণাম!,ଓମ୍- ଯିଏ ସର୍ବୋଚ୍ଚ ସହଜତା- ପ୍ରଣାମ କରନ୍ତି!,ओम- परम सहजता देणाऱ्या त्याला साष्टांग नमस्कार!,ਓਮ- ਉਸ ਨੂੰ ਜੋ ਪਰਮ ਸੁਖ ਪ੍ਰਦਾਨ ਕਰਦਾ ਹੈ- ਪ੍ਰਣਾਮ!,ઓમ- સર્વોચ્ચ સરળતા આપનારને પ્રણામ!
36,ॐ परमेश्वराय नमः ,Om paramesvaraya namah ,ওঁ পরমেশ্বরায় নমঃ ,ఓం పరమేశ్వరాయ నమః ,ௐ பரமேஶ்வராய நம: ,ಓಂ ಪರಮೇಶ್ವರಾಯ ನಮಃ ,ഓം പരമേശ്വരായ നമഃ ,ૐ પરમેશ્વરાય નમઃ ,ଓଂ ପରମେଶ୍ଵରାୟ ନମଃ ,ॐ ਪਰਮੇਸ਼੍ਵਰਾਯ ਨਮਃ ,Om- to (Paramatman) the Supreme Lord- prostration !,ओम- (परमात्मा) को सर्वोच्च भगवान- साष्टांग प्रणाम!,ओम- (परमात्मा) परमात्मालाई नमन !,ஓம்- (பரமாத்மா) பரமாத்மாவுக்கு- சாஷ்டாங்கம்!,ఓం- (పరమాత్మ) పరమేశ్వరునికి- సాష్టాంగం!,ಓಂ- ಪರಮಾತ್ಮನಿಗೆ (ಪರಮಾತ್ಮನಿಗೆ) ಪ್ರಣಾಮ!,ഓം- പരമാത്മാവിന്- പ്രണാമം!,ওম- (পরমাত্মা) পরমেশ্বরকে প্রণাম!,ଓମ୍- ପରମ ପ୍ରଭୁଙ୍କୁ- ପ୍ରଣାମ!,हे (परमात्म्याला) परात्पर परमेश्वराला साष्टांग नमस्कार !,ਓਮ- (ਪਰਮਾਤਮਾ) ਪਰਮ ਪ੍ਰਭੂ ਨੂੰ- ਪ੍ਰਣਾਮ!,ઓમ- (પરમાત્મા) પરમ ભગવાનને પ્રણામ !
